80157072.00,2018.00,"TV-MA","126 min"
81001809.00,2018.00,"TV-PG","24 min"
80201933.00,2018.00,"TV-MA","1 Season"
81002864.00,2015.00,"TV-PG","127 min"
81016750.00,2018.00,"TV-MA","108 min"
81002866.00,2013.00,"TV-14","163 min"
80992039.00,2018.00,"TV-MA","117 min"
80126507.00,2016.00,"TV-14","106 min"
80225885.00,2019.00,"TV-MA","1 Season"
81132443.00,2018.00,"TV-PG","102 min"
80218107.00,2019.00,"TV-Y","1 Season"
80231903.00,2019.00,"TV-MA","116 min"
80220715.00,2019.00,"TV-MA","1 Season"
81171121.00,2019.00,"TV-MA","42 min"
80241248.00,2019.00,"TV-14","1 Season"
81012295.00,2016.00,"TV-14","95 min"
80060037.00,2015.00,"TV-MA","104 min"
60003155.00,2000.00,"TV-PG","75 min"
81177238.00,2019.00,"TV-14","133 min"
70270775.00,2013.00,"PG-13","108 min"
81025403.00,2018.00,"TV-MA","1 Season"
80215923.00,2018.00,"PG-13","103 min"
80151483.00,2017.00,"TV-MA","82 min"
80173625.00,2016.00,"TV-MA","94 min"
80005444.00,2014.00,"TV-14","100 min"
80244682.00,2019.00,"TV-G","38 min"
81075519.00,2019.00,"TV-MA","97 min"
80166318.00,2016.00,"PG","89 min"
81186758.00,2019.00,"TV-14","146 min"
81186757.00,2019.00,"TV-14","146 min"
80108976.00,2016.00,"R","130 min"
80208155.00,2018.00,"PG","110 min"
80198423.00,2017.00,"TV-14","81 min"
80162144.00,2016.00,"TV-MA","91 min"
81053953.00,2019.00,"R","106 min"
81074113.00,2019.00,"TV-MA","58 min"
80992496.00,2017.00,"TV-MA","111 min"
70304191.00,2014.00,"NR","112 min"
80103311.00,2017.00,"TV-MA","102 min"
81176200.00,2019.00,"TV-MA","152 min"
80238106.00,2019.00,"TV-PG","1 Season"
80208906.00,2018.00,"TV-MA","87 min"
80097321.00,2016.00,"TV-14","99 min"
80106966.00,2016.00,"TV-MA","78 min"
81004814.00,2019.00,"TV-MA","1 Season"
81080769.00,2009.00,"TV-14","121 min"
70267838.00,2013.00,"PG-13","91 min"
80211380.00,2018.00,"TV-MA","101 min"
80196586.00,2017.00,"TV-MA","101 min"
80099204.00,2016.00,"R","119 min"
80059432.00,2015.00,"PG-13","83 min"
81172721.00,2018.00,"TV-MA","182 min"
81172727.00,2018.00,"TV-MA","106 min"
70153543.00,2010.00,"PG-13","102 min"
81172728.00,2017.00,"TV-14","98 min"
81095101.00,2019.00,"TV-MA","1 Season"
80195173.00,2018.00,"TV-MA","1 Season"
80241960.00,2018.00,"TV-14","1 Season"
80115346.00,2018.00,"TV-Y7","1 Season"
80124522.00,2018.00,"TV-MA","1 Season"
80102952.00,2018.00,"TV-MA","124 min"
80214464.00,2018.00,"TV-MA","63 min"
80157073.00,2018.00,"TV-PG","1 Season"
80243600.00,2019.00,"TV-MA","83 min"
81020513.00,2019.00,"TV-MA","1 Season"
81020518.00,2019.00,"TV-MA","1 Season"
81020523.00,2019.00,"TV-MA","1 Season"
80216172.00,2019.00,"TV-MA","1 Season"
81122669.00,2019.00,"TV-MA","82 min"
80184771.00,2019.00,"TV-14","1 Season"
81000389.00,2019.00,"TV-MA","1 Season"
81132439.00,2018.00,"TV-14","111 min"
81035117.00,2019.00,"TV-Y","24 min"
80244627.00,2019.00,"TV-14","1 Season"
80150502.00,2016.00,"TV-MA","102 min"
80189183.00,2014.00,"TV-14","1 Season"
80997866.00,1983.00,"TV-14","103 min"
80119815.00,2014.00,"TV-14","87 min"
80993149.00,2017.00,"TV-PG","100 min"
80224294.00,2018.00,"TV-MA","1 Season"
80203776.00,2016.00,"TV-14","116 min"
80143797.00,2016.00,"TV-14","139 min"
80161931.00,2016.00,"R","101 min"
80128096.00,2016.00,"TV-14","1 Season"
80057610.00,2016.00,"TV-Y7-FV","1 Season"
80017275.00,2014.00,"PG-13","130 min"
81107545.00,2019.00,"TV-MA","171 min"
70118953.00,2009.00,"G","84 min"
80190449.00,2017.00,"TV-MA","112 min"
70259208.00,2016.00,"TV-Y7","1 Season"
80163156.00,2017.00,"TV-14","62 min"
80176878.00,2017.00,"TV-14","1 Season"
80131281.00,2016.00,"TV-MA","65 min"
80131374.00,2016.00,"TV-MA","65 min"
80131436.00,2016.00,"TV-MA","69 min"
80131376.00,2016.00,"TV-MA","64 min"
80131435.00,2016.00,"TV-MA","63 min"
80131375.00,2016.00,"TV-MA","63 min"
80149143.00,2016.00,"R","112 min"
81144925.00,2019.00,"TV-14","1 Season"
80987075.00,2018.00,"TV-14","103 min"
80192815.00,2017.00,"TV-G","64 min"
80136785.00,2011.00,"TV-MA","1 Season"
80135278.00,2012.00,"TV-PG","1 Season"
80136452.00,2009.00,"TV-14","1 Season"
80066798.00,2015.00,"TV-PG","82 min"
81147293.00,2019.00,"TV-14","80 min"
70178604.00,2010.00,"TV-PG","1 Season"
80991316.00,2019.00,"TV-MA","88 min"
80190588.00,2017.00,"TV-14","124 min"
70124316.00,1982.00,"R","104 min"
70229037.00,2012.00,"TV-14","76 min"
80219119.00,2019.00,"TV-Y7-FV","1 Season"
80037280.00,2015.00,"R","92 min"
80165072.00,2017.00,"TV-14","1 Season"
80058248.00,2016.00,"R","91 min"
70307661.00,2014.00,"R","93 min"
70117312.00,2010.00,"PG-13","112 min"
80092885.00,2016.00,"TV-MA","89 min"
80108371.00,2016.00,"TV-MA","60 min"
70129452.00,2010.00,,"84 min"
80045805.00,2015.00,"NR","93 min"
80101827.00,2016.00,"TV-14","41 min"
70251519.00,2014.00,"TV-14","1 Season"
81174992.00,2018.00,"TV-PG","1 Season"
81044365.00,2017.00,"TV-14","1 Season"
81030342.00,2019.00,"TV-PG","64 min"
70143865.00,2010.00,"TV-PG","1 Season"
70054723.00,2006.00,"TV-14","94 min"
81069393.00,2019.00,"TV-MA","1 Season"
80012550.00,2014.00,"TV-PG","1 Season"
81131761.00,2019.00,"TV-MA","86 min"
81176196.00,2016.00,"TV-14","1 Season"
70143831.00,2009.00,"TV-PG","1 Season"
81003648.00,2017.00,"TV-14","1 Season"
81016326.00,2011.00,"TV-14","113 min"
80241102.00,2017.00,"TV-PG","1 Season"
80227777.00,2016.00,"TV-MA","92 min"
81018233.00,2018.00,"TV-14","153 min"
81016317.00,2017.00,"TV-PG","111 min"
81016337.00,2005.00,"TV-14","141 min"
81018234.00,2018.00,"TV-MA","128 min"
80241103.00,2018.00,"TV-14","1 Season"
80240816.00,2017.00,"TV-14","1 Season"
81018241.00,2017.00,"TV-14","52 min"
81018235.00,2017.00,"TV-14","117 min"
81018236.00,2017.00,"TV-14","100 min"
81018237.00,2017.00,"TV-14","112 min"
81018238.00,2017.00,"TV-MA","110 min"
81016339.00,2018.00,"TV-MA","98 min"
80067522.00,2017.00,"TV-MA","137 min"
80192149.00,2013.00,"TV-14","108 min"
80142637.00,2016.00,"TV-14","132 min"
80192014.00,2017.00,"TV-14","87 min"
80192015.00,2016.00,"TV-MA","92 min"
80168230.00,2017.00,"TV-MA","108 min"
80202129.00,2016.00,"TV-MA","1 Season"
80088910.00,2016.00,"R","91 min"
70290909.00,2012.00,"TV-14","83 min"
80126566.00,2014.00,"TV-MA","1 Season"
80033772.00,2014.00,"NR","90 min"
81093951.00,2019.00,"TV-14","157 min"
80238013.00,2019.00,"TV-PG","83 min"
81089941.00,2018.00,"TV-14","95 min"
81000011.00,2002.00,"TV-MA","107 min"
80243899.00,2015.00,"TV-14","1 Season"
80217733.00,2018.00,"TV-14","109 min"
80220035.00,2018.00,"TV-PG","1 Season"
80194704.00,2018.00,"TV-PG","1 Season"
80225949.00,2018.00,"TV-MA","1 Season"
80999985.00,2010.00,"TV-MA","100 min"
81002336.00,2018.00,"TV-Y","1 Season"
80188120.00,2018.00,"TV-MA","114 min"
80164779.00,2018.00,"TV-MA","98 min"
80993613.00,2018.00,"TV-14","1 Season"
81092328.00,2019.00,"TV-MA","106 min"
81183572.00,2019.00,"TV-14","87 min"
81037283.00,2018.00,"TV-MA","90 min"
80244973.00,2019.00,"TV-MA","65 min"
81095103.00,2019.00,"TV-MA","1 Season"
81132438.00,2018.00,"TV-14","105 min"
80217779.00,2019.00,"TV-MA","1 Season"
80211572.00,2019.00,"TV-MA","1 Season"
81161230.00,2019.00,"TV-14","107 min"
81002412.00,2019.00,"TV-PG","103 min"
81023636.00,2018.00,"TV-14","88 min"
80217669.00,2019.00,"TV-MA","1 Season"
80153467.00,2019.00,"TV-MA","1 Season"
80192834.00,2018.00,"TV-14","100 min"
80198046.00,2017.00,"G","78 min"
80106307.00,2016.00,"TV-PG","25 min"
80993062.00,2019.00,"TV-MA","1 Season"
81098586.00,2019.00,"TV-14","1 Season"
70267728.00,2013.00,"PG","96 min"
81011508.00,2018.00,"TV-MA","1 Season"
81001000.00,2018.00,"TV-MA","100 min"
80192445.00,2017.00,"TV-14","40 min"
80158670.00,2017.00,"TV-MA","71 min"
80223685.00,2018.00,"TV-MA","1 Season"
80189586.00,2018.00,"TV-Y","1 Season"
80244019.00,2018.00,"TV-MA","123 min"
80162143.00,2014.00,"TV-MA","89 min"
81060174.00,2019.00,"TV-MA","67 min"
70130445.00,2010.00,"PG-13","140 min"
80216928.00,2019.00,"TV-MA","96 min"
81001494.00,2019.00,"TV-MA","93 min"
81077065.00,2019.00,"TV-MA","1 Season"
80991570.00,2018.00,"TV-14","86 min"
80184129.00,2017.00,"R","96 min"
60000861.00,2000.00,"R","102 min"
1151375.00,1997.00,"PG-13","108 min"
81137484.00,2012.00,"TV-14","81 min"
80187228.00,2017.00,"R","102 min"
81031008.00,2018.00,"TV-MA","93 min"
70099119.00,2008.00,"PG","87 min"
70039185.00,2005.00,"PG-13","94 min"
81073764.00,2016.00,"TV-Y","1 Season"
81165769.00,2019.00,"TV-14","100 min"
70056433.00,2007.00,"PG-13","88 min"
70113003.00,2009.00,"PG-13","109 min"
60031232.00,2003.00,"R","138 min"
80032842.00,2014.00,"TV-MA","149 min"
81137482.00,2014.00,"TV-MA","82 min"
70043308.00,2006.00,"PG","86 min"
81165771.00,2012.00,"TV-14","112 min"
70044697.00,2006.00,"PG-13","98 min"
70105368.00,2008.00,"R","113 min"
80241003.00,2018.00,"TV-14","1 Season"
81141689.00,2004.00,"G","47 min"
1008581.00,1981.00,"R","106 min"
70058023.00,2007.00,"R","113 min"
81165786.00,2017.00,"TV-14","119 min"
81165770.00,2016.00,"TV-14","109 min"
70043303.00,2006.00,"PG","98 min"
70136074.00,2010.00,"PG-13","88 min"
1153194.00,1997.00,"PG-13","116 min"
70112730.00,2009.00,"R","106 min"
81154900.00,2019.00,"TV-Y","1 Season"
81154956.00,2018.00,"TV-Y7","1 Season"
81158575.00,2019.00,"TV-14","95 min"
81065786.00,2018.00,"TV-MA","95 min"
70087541.00,2008.00,"UR","113 min"
81004113.00,2018.00,"TV-MA","1 Season"
81003984.00,2015.00,"TV-14","122 min"
70024088.00,2005.00,"R","110 min"
81005312.00,2017.00,"TV-MA","104 min"
80082969.00,2018.00,"R","96 min"
80994130.00,2018.00,"TV-MA","109 min"
81019924.00,2018.00,"TV-14","95 min"
81018240.00,2018.00,"TV-14","110 min"
81013710.00,2017.00,"TV-MA","110 min"
70077076.00,2007.00,"NR","79 min"
81014988.00,2018.00,"TV-PG","101 min"
80102950.00,2013.00,"TV-MA","112 min"
80994108.00,2018.00,"TV-MA","1 Season"
70055221.00,1991.00,"NR","94 min"
81005314.00,2017.00,"TV-14","94 min"
80242828.00,2017.00,"R","86 min"
81004223.00,2017.00,"TV-MA","84 min"
80198730.00,2017.00,"PG-13","95 min"
80999945.00,2018.00,"TV-14","93 min"
81016043.00,2017.00,"TV-MA","113 min"
17672040.00,1994.00,"PG-13","111 min"
81004162.00,2017.00,"TV-14","1 Season"
81011096.00,2018.00,"TV-Y7-FV","68 min"
80188969.00,2017.00,"TV-MA","1 Season"
80189155.00,2017.00,"TV-MA","1 Season"
20254278.00,1988.00,"TV-14","148 min"
80203742.00,2017.00,"TV-14","54 min"
80189208.00,2017.00,"TV-14","1 Season"
70276596.00,2012.00,"TV-MA","92 min"
80063025.00,2013.00,"TV-MA","107 min"
70068739.00,2006.00,"TV-14","90 min"
80158389.00,1976.00,"TV-PG","135 min"
80184974.00,2016.00,"TV-MA","52 min"
80156941.00,1983.00,"TV-14","151 min"
80178543.00,2017.00,"TV-PG","1 Season"
70213196.00,2007.00,"TV-14","1 Season"
70208520.00,1988.00,"TV-G","1 Season"
80061314.00,2015.00,"TV-MA","90 min"
70052492.00,2004.00,"NR","88 min"
70036200.00,2003.00,"NR","99 min"
70018513.00,2002.00,"NR","99 min"
80158480.00,1973.00,"TV-14","132 min"
80105933.00,2017.00,"TV-Y7","1 Season"
80139506.00,2017.00,"TV-MA","95 min"
80205314.00,2015.00,"TV-14","155 min"
80133200.00,2015.00,"TV-MA","1 Season"
80158545.00,1974.00,"TV-14","162 min"
80156939.00,1989.00,"TV-14","163 min"
80152537.00,2011.00,"TV-14","102 min"
80045673.00,2009.00,"TV-14","96 min"
70275937.00,2010.00,"TV-14","85 min"
70101321.00,2005.00,"NR","97 min"
70108386.00,2006.00,"NR","95 min"
70074559.00,2004.00,"NR","83 min"
80162197.00,2016.00,"TV-MA","89 min"
80184055.00,2017.00,"TV-MA","28 min"
80160358.00,2016.00,"TV-MA","103 min"
60034929.00,1986.00,"R","84 min"
80157134.00,1984.00,"TV-PG","160 min"
80141891.00,2016.00,"TV-MA","113 min"
80183897.00,2016.00,"TV-MA","99 min"
80177834.00,2016.00,"TV-Y7-FV","86 min"
80121855.00,2016.00,"TV-MA","83 min"
80168028.00,2017.00,"TV-MA","113 min"
80200913.00,2014.00,"TV-Y","1 Season"
80190990.00,2016.00,"TV-14","86 min"
80173269.00,2017.00,"TV-MA","78 min"
80106140.00,2015.00,"NR","111 min"
80106137.00,2015.00,"TV-14","88 min"
80118873.00,2015.00,"TV-14","1 Season"
70229514.00,2008.00,"TV-MA","1 Season"
80114155.00,2014.00,"TV-14","93 min"
70303288.00,2009.00,"TV-14","1 Season"
80118841.00,2008.00,"TV-Y7","29 min"
80102579.00,2015.00,"TV-PG","88 min"
80111273.00,2009.00,"TV-PG","1 Season"
80097438.00,2016.00,"NR","103 min"
80111710.00,2010.00,"TV-14","1 Season"
80114419.00,2015.00,"TV-MA","107 min"
80118888.00,2016.00,"TV-14","52 min"
80128337.00,2015.00,"TV-MA","1 Season"
70303289.00,2010.00,"TV-14","1 Season"
80111614.00,2010.00,"TV-PG","1 Season"
80111275.00,2009.00,"TV-14","1 Season"
80103426.00,2016.00,"TV-MA","91 min"
80118889.00,2015.00,"TV-14","1 Season"
70278877.00,2013.00,"NR","75 min"
80244311.00,2019.00,"PG-13","106 min"
81183570.00,2019.00,"TV-14","87 min"
80216665.00,2019.00,"TV-MA","1 Season"
81016328.00,2009.00,"TV-PG","96 min"
80239503.00,2018.00,"TV-MA","57 min"
81016321.00,2016.00,"TV-14","98 min"
80031666.00,2015.00,"NR","99 min"
80995737.00,2019.00,"TV-MA","70 min"
81021976.00,2019.00,"TV-Y7","46 min"
81020161.00,2018.00,"TV-14","119 min"
80025390.00,2014.00,"R","111 min"
80196216.00,2017.00,"TV-MA","80 min"
80091741.00,2016.00,"TV-MA","101 min"
80115464.00,2016.00,"TV-MA","73 min"
80113144.00,2016.00,"TV-Y","1 Season"
80041653.00,2016.00,"TV-MA","108 min"
81016338.00,2018.00,"TV-14","101 min"
81002592.00,2015.00,"TV-14","92 min"
81017724.00,2018.00,"PG-13","94 min"
80174918.00,2017.00,"TV-14","1 Season"
80170301.00,2017.00,"TV-PG","107 min"
80189623.00,2017.00,"TV-MA","106 min"
80215730.00,2019.00,"TV-Y7","1 Season"
81161487.00,2019.00,"TV-14","1 Season"
81177367.00,2019.00,"TV-MA","109 min"
81016323.00,2014.00,"TV-14","151 min"
80198511.00,2018.00,"TV-14","1 Season"
81016318.00,2016.00,"TV-PG","74 min"
80240840.00,2018.00,"TV-14","1 Season"
80191369.00,2018.00,"TV-14","1 Season"
80242081.00,2018.00,"TV-MA","89 min"
80168222.00,2018.00,"R","124 min"
80999063.00,2018.00,"TV-Y","25 min"
80220650.00,2018.00,"TV-MA","1 Season"
80164032.00,2016.00,"TV-PG","100 min"
81158574.00,2019.00,"TV-14","110 min"
80237905.00,2019.00,"TV-MA","102 min"
81132440.00,2019.00,"TV-PG","102 min"
80117803.00,2019.00,"TV-PG","1 Season"
81021243.00,2019.00,"TV-Y","24 min"
81004460.00,2016.00,"TV-MA","84 min"
81016330.00,2009.00,"TV-PG","121 min"
70105130.00,2008.00,"PG-13","85 min"
81010662.00,2018.00,"TV-PG","1 Season"
80141858.00,2016.00,"TV-Y7","25 min"
81084225.00,2019.00,"TV-MA","65 min"
80203920.00,2019.00,"TV-MA","1 Season"
80242051.00,2019.00,"TV-MA","1 Season"
80199806.00,2018.00,"TV-MA","126 min"
80084834.00,2015.00,"R","118 min"
80208273.00,2017.00,"TV-MA","84 min"
80145699.00,2016.00,"TV-MA","76 min"
80204927.00,2016.00,"TV-14","1 Season"
70266684.00,2013.00,"NR","85 min"
81166978.00,2016.00,"TV-14","1 Season"
81177371.00,2019.00,"TV-14","126 min"
81167029.00,2017.00,"TV-14","1 Season"
81142594.00,2019.00,"TV-MA","1 Season"
70067230.00,2005.00,"TV-PG","116 min"
80207446.00,2016.00,"TV-14","122 min"
80207447.00,2014.00,"TV-G","105 min"
80987753.00,2018.00,"TV-MA","1 Season"
81016324.00,2013.00,"TV-PG","90 min"
80192097.00,2017.00,"PG-13","75 min"
70185045.00,2011.00,"PG","96 min"
80217066.00,2019.00,"TV-MA","1 Season"
70002129.00,1978.00,"TV-G","25 min"
80191963.00,2017.00,"PG-13","121 min"
80218099.00,2017.00,"TV-MA","88 min"
80199767.00,2017.00,"R","90 min"
80191665.00,2017.00,"TV-MA","66 min"
80161921.00,2017.00,"R","92 min"
81148672.00,2019.00,"TV-MA","63 min"
81169914.00,2018.00,"TV-14","1 Season"
81211714.00,2019.00,"TV-14","14 min"
80224362.00,2017.00,"R","87 min"
80092857.00,2016.00,"G","92 min"
80244679.00,2019.00,"TV-PG","28 min"
81110394.00,2018.00,"TV-G","20 min"
80067754.00,2015.00,"PG-13","102 min"
80189954.00,2017.00,"PG","93 min"
80094648.00,2016.00,"TV-14","89 min"
80066073.00,2016.00,"TV-PG","107 min"
80123740.00,2016.00,"TV-PG","94 min"
80123741.00,2016.00,"TV-MA","110 min"
80094260.00,2016.00,"TV-MA","1 Season"
80123742.00,2016.00,"TV-MA","81 min"
81197399.00,2019.00,"TV-PG","1 Season"
81000863.00,2018.00,"TV-MA","89 min"
70082255.00,2006.00,"TV-MA","94 min"
80197912.00,2017.00,"TV-14","1 Season"
80117454.00,2017.00,"TV-14","98 min"
80095197.00,2016.00,"TV-MA","77 min"
80045783.00,2015.00,"NR","85 min"
81185502.00,2019.00,"TV-G","1 Season"
81123469.00,2019.00,"PG","88 min"
80211622.00,2018.00,"TV-MA","100 min"
80990221.00,2018.00,"PG-13","126 min"
80202352.00,2019.00,"TV-MA","89 min"
80235268.00,2018.00,"TV-MA","90 min"
80992500.00,2018.00,"TV-14","87 min"
80241061.00,2018.00,"TV-14","97 min"
80185048.00,2018.00,"TV-MA","1 Season"
81025088.00,2018.00,"TV-MA","115 min"
80173479.00,2016.00,"R","91 min"
80081372.00,2015.00,"PG-13","98 min"
81136744.00,2019.00,"TV-14","94 min"
80221210.00,2019.00,"TV-MA","1 Season"
81132444.00,2014.00,"TV-MA","106 min"
80182014.00,2019.00,"R","118 min"
81010786.00,2019.00,"TV-MA","1 Season"
81078456.00,2019.00,"TV-MA","127 min"
81105406.00,2018.00,"TV-MA","1 Season"
81121023.00,2019.00,"TV-PG","61 min"
81061828.00,2019.00,"TV-14","1 Season"
81062582.00,2019.00,"TV-PG","1 Season"
81017316.00,2019.00,"TV-MA","1 Season"
81018455.00,2019.00,"TV-MA","86 min"
81110383.00,2018.00,"TV-MA","94 min"
81200228.00,2019.00,"TV-14","1 Season"
70218316.00,2009.00,"TV-PG","1 Season"
80995073.00,2018.00,"TV-14","1 Season"
81018183.00,2018.00,"TV-14","93 min"
80219941.00,2017.00,"TV-14","48 min"
80064515.00,2015.00,"R","168 min"
80062011.00,2015.00,"TV-G","90 min"
80197462.00,2019.00,"TV-MA","1 Season"
81034741.00,2019.00,"PG-13","82 min"
81075461.00,2019.00,"TV-14","92 min"
80205231.00,2015.00,"TV-14","138 min"
80235864.00,2018.00,"TV-MA","1 Season"
80158919.00,2017.00,"TV-MA","68 min"
80135414.00,2017.00,"TV-MA","1 Season"
70299286.00,2014.00,"NR","90 min"
70258566.00,2011.00,"TV-PG","1 Season"
80017261.00,2014.00,"R","95 min"
81038022.00,2019.00,"TV-MA","1 Season"
80186796.00,2019.00,"TV-PG","52 min"
81071891.00,2018.00,"TV-MA","108 min"
80224536.00,2018.00,"TV-MA","74 min"
81017545.00,2018.00,"TV-14","1 Season"
80994444.00,2018.00,"PG-13","102 min"
80017286.00,2015.00,"R","97 min"
70295169.00,2015.00,"R","91 min"
80039050.00,2015.00,"PG-13","96 min"
81027753.00,2019.00,"TV-MA","67 min"
15815343.00,1974.00,"R","83 min"
70295176.00,2015.00,"PG-13","94 min"
81043190.00,2018.00,"TV-14","97 min"
80131240.00,2016.00,"TV-PG","103 min"
70170182.00,2010.00,"TV-14","115 min"
70082633.00,2007.00,"TV-14","148 min"
70049619.00,2006.00,"TV-PG","149 min"
80211135.00,2010.00,"TV-14","113 min"
70109884.00,2008.00,"TV-14","137 min"
70176967.00,2011.00,"TV-PG","140 min"
70198040.00,2011.00,"TV-PG","144 min"
80038442.00,2015.00,"R","105 min"
80091310.00,2016.00,"R","91 min"
70114484.00,2008.00,"TV-PG","119 min"
80169350.00,2013.00,"TV-14","1 Season"
80066079.00,2016.00,"TV-14","1 Season"
80117443.00,2016.00,"TV-MA","64 min"
80010717.00,2014.00,"TV-MA","68 min"
81020005.00,2018.00,"TV-MA","104 min"
81035748.00,2014.00,"TV-14","161 min"
80135164.00,2017.00,"TV-MA","103 min"
70167128.00,2011.00,"NR","90 min"
80118101.00,2017.00,"TV-14","95 min"
80184569.00,2017.00,"TV-MA","1 Season"
80113669.00,2017.00,"TV-MA","82 min"
80222133.00,2016.00,"TV-PG","1 Season"
81029301.00,2013.00,"TV-MA","1 Season"
81025218.00,2015.00,"TV-14","1 Season"
81025251.00,2017.00,"TV-MA","1 Season"
80224490.00,2017.00,"TV-MA","1 Season"
81025309.00,2012.00,"TV-14","1 Season"
81025263.00,2016.00,"TV-14","1 Season"
81025361.00,2017.00,"TV-14","1 Season"
81025317.00,2014.00,"TV-PG","1 Season"
80209609.00,2019.00,"TV-MA","1 Season"
81094801.00,2019.00,"TV-MA","98 min"
81191195.00,2018.00,"TV-PG","76 min"
80218973.00,2017.00,"R","111 min"
80235999.00,2012.00,"TV-MA","81 min"
80215419.00,2018.00,"TV-MA","64 min"
80236359.00,2014.00,"TV-14","1 Season"
70118860.00,2008.00,"TV-MA","55 min"
80017240.00,2014.00,"TV-MA","137 min"
70118859.00,2000.00,"TV-14","56 min"
80236356.00,1998.00,"TV-MA","58 min"
80236778.00,1982.00,"R","80 min"
